Set,Character,Faction,Faction 2,Bought,Built,Painted,,,,,,,,,,,,,,,,,,,,,,,
A Witch In Time,"Zorya, Dawn Witch",Leshavult,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
A Witch In Time,"Antonia, Noonday Witch",Leshavult,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
A Witch In Time,"Danica, Dusk Witch",Leshavult,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Administration of Justice,Sir Guillemot Poppycock,Commonwealth,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Administration of Justice,Old Calders,Commonwealth,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Administration of Justice,"Tabby, the Librarian",Commonwealth,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
"Angerboda, Frost Giant","Angerboda, Frost Giant",Commonwealth,Shades,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Barnakelle,Barnakelle,Dominion,Shades,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Black Powder,Peggy,Dominion,,TRUE,TRUE,TRUE,,Bought:,54,,,,,,,,,,,,,,,,,,,,
Black Powder,Swash,Dominion,,TRUE,TRUE,TRUE,,Built:,54,,,,,,,,,,,,,,,,,,,,
Black Powder,Powder Monkey,Dominion,,TRUE,TRUE,TRUE,,Painted:,34,,,,,,,,,,,,,,,,,,,,
Blood Magic,"Diana, Queen of the Fae",Dominion,,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Blood Magic,Foxglove,Dominion,,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Blood Magic,Belladonna,Dominion,,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Booty's Bilge,Swiggarty Swooty,Dominion,,TRUE,TRUE,TRUE,,To build:,34,,,,,,,,,,,,,,,,,,,,
Booty's Bilge,Crusty Balboa,Dominion,,TRUE,TRUE,TRUE,,To Paint:,34,,,,,,,,,,,,,,,,,,,,
Booty's Bilge,El Capitano,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
"Boris, the Bunny Summoner",Boris,Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
"Boris, the Bunny Summoner",(Bunny #1),Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
"Boris, the Bunny Summoner",(Bunny #2),Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
"Boris, the Bunny Summoner",(Bunny #3),Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Boulder the Troll,Boulder,Dominion,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Bristlenose the Troll,Bristlenose,Dominion,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Brothers in Arms,Young Jack,Commonwealth,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Brothers in Arms,Gradock,Commonwealth,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Brothers in Arms,Morris,Commonwealth,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Brunhilde the Giant,Brunhilde,Commonwealth,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Charge of the Fright Brigade,"(Jeremy, Lord of the Deep)",Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Charge of the Fright Brigade,(Lampy Darkson),Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Charge of the Fright Brigade,(The Terrible Musician),Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Charge of the Fright Brigade,(Teacake of Torment),Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Charge of the Fright Brigade,(Brave Sir Pidge),Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Charge of the Fright Brigade,"(Flay, Bearer of Knowlege)",Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Dark Deeds,Iris & Hellebore,Dominion,,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Dark Deeds,Dentia,Dominion,,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Dark Deeds,Banshee,Dominion,Shades,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Death and Taxes,Portly Pete,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Death and Taxes,Jobie,Dominion,Shades,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Death and Taxes,The Tax Collector,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Dim & Dimmer,Dim & Dimmer,Dominion,Commonwealth,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Echo of the Forgotten King,Echo of the Forgotten King,Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
"Eric, the Enlightened","Eric, the Enlightened",Leshavult,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Eternal Servitude,"Viktor Petty, Graverobber",Dominion,Shades,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Eternal Servitude,Viscount de Faulte,Dominion,Shades,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Eternal Servitude,"Igor, the Servant",Dominion,Shades,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Firespitter,Firespitter,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Freaky Fugday,Jerry Heir,Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Freaky Fugday,Abra Cadaverous,Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Freaky Fugday,Roary,Shades,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Gnomish Airship,Gnomish Airship,Commonwealth,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Goblin Airship,Goblin Airship,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Goblin City,Grub,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Goblin City,"Doug, the Flatulent",Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Goblin City,Beaky Bobby,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Goblin City,Vicious Syd,Dominion,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
Gotchgut,Gotchgut,Dominion,Commonwealth,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Gump,Gump,Leshavult,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Hunting Horns,Mr Toodles,Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Hunting Horns,Hoff,Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
Hunting Horns,Jayda,Commonwealth,Leshavult,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
